order,family,header,symbol,kind,requirement,implementation_status,header_evidence,implementation_source,test_evidence,implementation_notes,review_status,review_findings,fix_status,standard_url
310,ISO-C17,<string.h>,strrchr,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
311,ISO-C17,<string.h>,strspn,function,required,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
312,ISO-C17,<string.h>,strstr,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
313,ISO-C17,<string.h>,strtok,function,required,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
314,ISO-C17,<string.h>,strxfrm,function,required,implemented,libc/include/string.h,libc/locale.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
315,ISO-C17,<time.h>,asctime,function,required,implemented,libc/include/time.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
316,ISO-C17,<time.h>,clock,function,required,implemented,libc/include/time.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
317,ISO-C17,<time.h>,ctime,function,required,implemented,libc/include/time.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
318,ISO-C17,<time.h>,difftime,function,required,implemented,libc/include/time.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
319,ISO-C17,<time.h>,gmtime,function,required,implemented,libc/include/time.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
320,ISO-C17,<time.h>,localtime,function,required,implemented,libc/include/time.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
321,ISO-C17,<time.h>,mktime,function,required,implemented,libc/include/time.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
322,ISO-C17,<time.h>,strftime,function,required,implemented,libc/include/time.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
323,ISO-C17,<time.h>,time,function,required,implemented,libc/include/time.h,libc/stdio.c|userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
324,ISO-C17,<time.h>,timespec_get,function,required,implemented,libc/include/time.h,libc/time-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
325,ISO-C17,<uchar.h>,c16rtomb,function,required,implemented,libc/include/uchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
326,ISO-C17,<uchar.h>,c32rtomb,function,required,implemented,libc/include/uchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
327,ISO-C17,<uchar.h>,mbrtoc16,function,required,implemented,libc/include/uchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
328,ISO-C17,<uchar.h>,mbrtoc32,function,required,implemented,libc/include/uchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
329,ISO-C17,<wchar.h>,btowc,function,required,implemented,libc/include/wchar.h,libc/locale.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
330,ISO-C17,<wchar.h>,fgetwc,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
331,ISO-C17,<wchar.h>,fgetws,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
332,ISO-C17,<wchar.h>,fputwc,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
333,ISO-C17,<wchar.h>,fputws,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
334,ISO-C17,<wchar.h>,fwide,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
335,ISO-C17,<wchar.h>,fwprintf,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
336,ISO-C17,<wchar.h>,fwscanf,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first scanner omitted scansets, bounded numeric fields, and wide string/character arguments; those cases are now handled.",fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
337,ISO-C17,<wchar.h>,getwc,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
338,ISO-C17,<wchar.h>,getwchar,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
339,ISO-C17,<wchar.h>,mbrlen,function,required,implemented,libc/include/wchar.h,libc/locale.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
340,ISO-C17,<wchar.h>,mbrtowc,function,required,implemented,libc/include/wchar.h,libc/locale.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
341,ISO-C17,<wchar.h>,mbsinit,function,required,implemented,libc/include/wchar.h,libc/locale.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
342,ISO-C17,<wchar.h>,mbsrtowcs,function,required,implemented,libc/include/wchar.h,libc/locale.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
343,ISO-C17,<wchar.h>,putwc,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
344,ISO-C17,<wchar.h>,putwchar,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
345,ISO-C17,<wchar.h>,swprintf,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
346,ISO-C17,<wchar.h>,swscanf,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first scanner omitted scansets, bounded numeric fields, and wide string/character arguments; those cases are now handled.",fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
347,ISO-C17,<wchar.h>,ungetwc,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
348,ISO-C17,<wchar.h>,vfwprintf,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
349,ISO-C17,<wchar.h>,vfwscanf,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first scanner omitted scansets, bounded numeric fields, and wide string/character arguments; those cases are now handled.",fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
350,ISO-C17,<wchar.h>,vswprintf,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
351,ISO-C17,<wchar.h>,vswscanf,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first scanner omitted scansets, bounded numeric fields, and wide string/character arguments; those cases are now handled.",fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
352,ISO-C17,<wchar.h>,vwprintf,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
353,ISO-C17,<wchar.h>,vwscanf,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first scanner omitted scansets, bounded numeric fields, and wide string/character arguments; those cases are now handled.",fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
354,ISO-C17,<wchar.h>,wcrtomb,function,required,implemented,libc/include/wchar.h,libc/locale.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
355,ISO-C17,<wchar.h>,wcscat,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
356,ISO-C17,<wchar.h>,wcschr,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
357,ISO-C17,<wchar.h>,wcscmp,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
358,ISO-C17,<wchar.h>,wcscoll,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
359,ISO-C17,<wchar.h>,wcscpy,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
360,ISO-C17,<wchar.h>,wcscspn,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
361,ISO-C17,<wchar.h>,wcsftime,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
362,ISO-C17,<wchar.h>,wcslen,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
363,ISO-C17,<wchar.h>,wcsncat,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
364,ISO-C17,<wchar.h>,wcsncmp,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
365,ISO-C17,<wchar.h>,wcsncpy,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
366,ISO-C17,<wchar.h>,wcspbrk,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
367,ISO-C17,<wchar.h>,wcsrchr,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
368,ISO-C17,<wchar.h>,wcsrtombs,function,required,implemented,libc/include/wchar.h,libc/locale.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
369,ISO-C17,<wchar.h>,wcsspn,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
370,ISO-C17,<wchar.h>,wcsstr,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
371,ISO-C17,<wchar.h>,wcstod,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
372,ISO-C17,<wchar.h>,wcstof,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
373,ISO-C17,<wchar.h>,wcstok,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
374,ISO-C17,<wchar.h>,wcstol,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
375,ISO-C17,<wchar.h>,wcstold,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
376,ISO-C17,<wchar.h>,wcstoll,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
377,ISO-C17,<wchar.h>,wcstoul,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
378,ISO-C17,<wchar.h>,wcstoull,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
379,ISO-C17,<wchar.h>,wcsxfrm,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
380,ISO-C17,<wchar.h>,wctob,function,required,implemented,libc/include/wchar.h,libc/locale.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
381,ISO-C17,<wchar.h>,wmemchr,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
382,ISO-C17,<wchar.h>,wmemcmp,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
383,ISO-C17,<wchar.h>,wmemcpy,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
384,ISO-C17,<wchar.h>,wmemmove,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
385,ISO-C17,<wchar.h>,wmemset,function,required,implemented,libc/include/wchar.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
386,ISO-C17,<wchar.h>,wprintf,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Wide formatting originally forwarded incompatible unqualified %c/%s arguments and UTF-16 pending-surrogate errors were incomplete; fixed.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
